nom;idparking;commune;insee;proprietaire;parkingtempsreel;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture
Leclerc;P999;Tassin-la-Demi-Lune;69244;COMMUNE;False;11;0;0;0;2;Horaire;Mixte;Payant;Ouvert 24h/24h
Services techniques/Parc;P391;Genay;69278;COMMUNE;False;19;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Victor Jara;P1006;Vaulx-en-Velin;69256;GRAND LYON;False;60;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de l'Eglise;P912;Irigny;69100;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Payant;Ouvert 24h/24h
Amphithéatre;P746;Lyon 5e Arrondissement;69385;GRAND LYON;False;25;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Le Tabagnon;P840;La Mulatière;69142;COMMUNE;False;24;0;5;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Prison de Corbas;P284;Corbas;69273;ETAT;False;78;;;;4;Libre;;Gratuit;Ouvert 24h/24h
Cimetière;P896;Lissieu;69117;GRAND LYON;False;9;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Lafayette;P110;Lyon 3e Arrondissement;69383;Particulier;False;200;;;;;;;;
Cimetière;P272;Collonges-au-Mont-d'Or;69063;COMMUNE;False;40;;;;;Libre;;Gratuit;Ouvert 24h/24h
Gare de Saint-Priest;P90;Saint-Priest;69290;GRAND LYON;False;25;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Bourrelier;P133;Saint-Fons;69199;Privé;False;8;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Place Jules Ferry sud;P875;Lyon 6e Arrondissement;69386;;False;50;;;2;2;Horaire;Commerciale;Payant;Ouvert 24h/24h
Parking Tony Garnier;P125;Lyon 7e Arrondissement;69387;LPA;False;798;18;18;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Mairie;P623;Grigny;69096;;False;35;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parmentier;P659;Décines-Charpieu;69275;;False;19;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place des Droits de l'Homme;P543;Meyzieu;69282;COMMUNE;False;25;0;5;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking provisoire Houel/Ferry;P600;Vénissieux;69259;COMMUNE;False;95;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Hôpital Saint-Jean de Dieu;P126;Lyon 8e Arrondissement;69388;St-Jean de Dieu;False;260;;;;;;;Gratuit;
Combes et Feyssolières;P607;Poleymieux-au-Mont-d'Or;69153;COMMUNE;False;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
La Rotonde;P991;Oullins;69149;;False;32;;;;;Horaire;Mixte;Payant;Ouvert 24h/24h
Gare de Givors Ville;P99;Givors;69091;GRAND LYON;False;415;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Rue du Mossier;P1038;Chassieu;69271;PRIVE;False;4;0;0;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Place du Clocher;P682;Saint-Genis-Laval;69204;GRAND LYON;False;26;;;;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Quai de Charézieux;P289;Saint-Romain-au-Mont-d'Or;69233;GRAND LYON;False;24;;;;;Libre;Mixte;Gratuit;
Centre Commercial Arsenal;P422;Saint-Fons;69199;GRAND LYON;False;13;0;0;0;1;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Lycée Branly;P740;Lyon 5e Arrondissement;69385;GRAND LYON;False;72;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Mairie;P795;Fontaines-sur-Saône;69088;COMMUNE;False;30;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Merck/Interlnox;P9021;Meyzieu;69282;;;;;;;;;;;
Place du Marché;P998;Rillieux-la-Pape;69286;GRAND LYON;False;200;0;0;0;0;Libre;Mixte;Gratuit;Marché
11-nov;P914;Irigny;69100;COMMUNE;False;27;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare de Francheville;P775;Francheville;69089;COMMUNE;False;47;0;4;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Vendôme;P29;Lyon 6e Arrondissement;69386;GRAND LYON;False;154;6;0;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h
Duquesne;P122;Lyon 6e Arrondissement;69386;Particulier;False;156;;;;;;;;Ouvert 24h/24h
Eglise;P499;La Tour-de-Salvagny;69250;GRAND LYON;False;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Allée des Cervettes;P869;Saint-Priest;69290;ETAT;False;30;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place du Prainet;P646;Décines-Charpieu;69275;;False;12;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Salle Sainte Luce;P251;Charbonnières-les-Bains;69044;COMMUNE;False;67;0;6;0;1;Libre;Evènementielle;Gratuit;Marché
Ampère-Marcel Paul;P808;Grigny;69096;GRAND LYON;False;24;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place des Anciens de l'Electro-chimie;P965;Pierre-Bénite;69152;COMMUNE;False;140;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Marché gare - La Confluence;P1095;Lyon 2e Arrondissement;69382;LPA;True;843;22;38;;;Horaire;Mixte;Payant;Ouvert 24h/24h
Espace Albert Camus;P586;Bron;69029;GRAND LYON;False;128;0;0;0;8;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Cimetière;P229;Caluire-et-Cuire;69034;GRAND LYON;False;9;0;8;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Jean d'Alembert;P1093;Vaulx-en-Velin;69256;GRAND LYON;False;90;0;0;0;5;Libre;Mixte;Gratuit;Ouvert 24h/24h
Curis - Lavoir;P9018;Curis-au-Mont-d'Or;69071;;;;;;;;;;;
Lycée Jean Perrin;P884;Lyon 9e Arrondissement;69389;GRAND LYON;False;40;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Jardin chemin de l'allée;P621;Chassieu;69271;GRAND LYON;False;24;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Chemin des Pins;P767;Francheville;69089;COMMUNE;False;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Industrie;P920;Rillieux-la-Pape;69286;;False;60;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Mairie 4e;P721;Lyon 4e Arrondissement;69384;GRAND LYON;False;29;0;0;0;0;Horaire;Mixte;Payant;Marché
Gare de Civrieux d'Azergues;P1059;;;;False;30;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Cimetière;P243;Charbonnières-les-Bains;69044;GRAND LYON;False;9;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Maison des Associations;P246;Charbonnières-les-Bains;69044;GRAND LYON;False;48;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Place de l'Abbé Larue;P742;Lyon 5e Arrondissement;69385;GRAND LYON;False;106;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Vieilles Tours;P432;Saint-Cyr-au-Mont-d'Or;69191;COMMUNE;False;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Avenue des Cosmos;P1100;Tassin-la-Demi-Lune;69244;;;3;;;;;Libre;;;Ouvert 24h/24h
Maison de quartier;P700;Jonage;69279;COMMUNE;False;20;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Perrache 2;P933;Lyon 2e Arrondissement;69382;GRAND LYON;True;452;13;0;;;Horaire;Commerciale;Payant;Ouvert 24h/24h
Parking Saint Just;P24;Lyon 5e Arrondissement;69385;GRAND LYON;;63;4;0;2;;Mixte;;Payant;Ouvert 24h/24h
Gare de Saint-Fons;P88;Saint-Fons;69199;GRAND LYON;False;170;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Ferry;P926;Grigny;69096;ETS PUBLIC FONCIER;False;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Bonnefoi-Titanic;P109;Lyon 3e Arrondissement;69383;Particulier;False;422;;;;1;Mixte;Mixte;Payant;Nuit
Frère Lumière;P562;Corbas;69273;GRAND LYON;False;20;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Avenue du 11 novembre;P449;Neuville-sur-Saône;69143;COMMUNE;False;9;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
CC Perollier;P145;Écully;69081;PRIVE;False;3400;;;0;26;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Complexe sportif;P514;Francheville;69089;SNCF;False;100;0;10;0;4;Libre;Evènementielle;Gratuit;
Gare de Vernaison;P95;Vernaison;69260;RFF;False;31;0;4;0;1;Libre;;Gratuit;Ouvert 24h/24h
Groupe scolaire Fumeux;P778;Mions;69283;COMMUNE;False;30;0;4;0;1;Libre;;Gratuit;Ouvert 24h/24h
Jean Sellier A;P807;Grigny;69096;GRAND LYON;False;9;0;0;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Batag;P1007;Vaulx-en-Velin;69256;COMMUNE;False;27;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
St Quentin - Péage des Chesnes;P985;;;;False;140;;0;0;4;Libre;;Gratuit;Ouvert 24h/24h
Rue des Acacias;P1044;Chassieu;69271;COMMUNE;False;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Boucher;P696;Jonage;69279;GRAND LYON;False;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Oxygène centre commercial;P137;Lyon 3e Arrondissement;69383;GRAND LYON;True;489;5;0;0;;Mixte;Mixte;Payant;Ouvert 24h/24h
Paul Emile Victor;P997;Rillieux-la-Pape;69286;GRAND LYON;False;100;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Esplanade du lycée Doisneau;P1014;Vaulx-en-Velin;69256;GRAND LYON;False;62;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Porte de Lyon;P583;Dardilly;69072;GRAND LYON;False;90;2;5;0;3;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Jean Jaurès;P435;Saint-Fons;69199;GRAND LYON;False;46;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gabriel Péri;P290;Couzon-au-Mont-d'Or;69068;GRAND LYON;False;11;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Le Barriot;P579;Dardilly;69072;GRAND LYON;False;35;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Descartes;P691;Saint-Genis-Laval;69204;;False;20;;;0;2;Libre;;Gratuit;Ouvert 24h/24h
Place Bagassi;P900;Lissieu;69117;COMMUNE;False;37;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Cimetière de l'Egalité;P872;Saint-Priest;69290;GRAND LYON;False;33;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Frère Lumière;P563;Corbas;69273;GRAND LYON;False;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Touchagues;P368;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;False;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Pressensé B;P811;Grigny;69096;GRAND LYON;False;4;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de la Mairie;P605;Poleymieux-au-Mont-d'Or;69153;COMMUNE;False;8;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Léo Lagrange;P1043;Chassieu;69271;GRAND LYON;False;15;0;4;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
P+R Vénissieux;P54;Vénissieux;69259;SYTRAL;True;745;0;0;0;21;Libre;;Gratuit;Nuit
Les Sportifs;P472;Champagne-au-Mont-d'Or;69040;COMMUNE;False;29;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place de l'Europe;P913;Irigny;69100;COMMUNE;False;35;0;0;0;1;Libre;Mixte;Gratuit;Marché
Albigny - Gare;P9005;Albigny-sur-Saône;69003;;;;;;;;;;;
Ancien Cimetière;P509;Francheville;69089;COMMUNE;False;24;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Halte Ferroviaire Le Méridien;P71;Charbonnières-les-Bains;69044;RFF;False;75;0;4;0;0;Libre;;Gratuit;Ouvert 24h/24h
Joseph Blein;P1030;Vaulx-en-Velin;69256;GRAND LYON;False;30;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Stepanavan;P649;Décines-Charpieu;69275;;False;24;0;5;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Eglise;P394;Genay;69278;;False;4;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Place Pierre Martel;P731;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;False;8;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Andrée Vienot;P1008;Vaulx-en-Velin;69256;GRAND LYON;False;22;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place des Bouleaux;P897;Lissieu;69117;COMMUNE;False;24;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Saint-Nestor;P753;Lyon 8e Arrondissement;69388;GRAND LYON;False;30;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Médiathèque;P539;Meyzieu;69282;COMMUNE;False;41;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Communaux;P502;La Tour-de-Salvagny;69250;COMMUNE;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Reclus-Bruyère;P650;Décines-Charpieu;69275;;False;31;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Debussy;P880;Lyon 9e Arrondissement;69389;GRAND LYON;False;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Bibliothèque Georges Perec;P1004;Vaulx-en-Velin;69256;GRAND LYON;False;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Boulodrome Pergaud;P1039;Chassieu;69271;GRAND LYON;False;22;0;0;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare de Lentilly Charpenay;P1066;;;;False;240;;;0;14;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de la Mairie;P515;Saint-Genis-les-Ollières;69205;COMMUNE;False;21;2;2;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Halte fluviale;P921;Saint-Germain-au-Mont-d'Or;69207;;False;30;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Aristide Briand;P131;Saint-Fons;69199;Privé;False;24;0;0;0;1;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Prés de l'Etoile;P770;Marcy-l'Étoile;69127;CG;False;310;;;0;;Libre;;Gratuit;Ouvert 24h/24h
;P334;Fleurieu-sur-Saône;69085;GRAND LYON;False;18;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gymnase Condorcet;P871;Saint-Priest;69290;COMMUNE;False;53;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Gare de Feyzin;P78;Feyzin;69276;GRAND LYON;False;32;0;4;0;2;Libre;;Gratuit;Ouvert 24h/24h
Curie;P421;Neuville-sur-Saône;69143;GRAND LYON;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
La Mémo;P990;Oullins;69149;COMMUNE;False;55;;;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Place de la Mairie;P264;Chassieu;69271;GRAND LYON;False;25;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Centre;P832;Tassin-la-Demi-Lune;69244;SERL;False;70;;;3;;Horaire;;Payant;Ouvert 24h/24h
La Beffe;P585;Dardilly;69072;COMMUNE;False;55;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
P+R Bel Air;P50;Saint-Priest;69290;SYTRAL;False;123;0;0;0;4;Libre;;Gratuit;Nuit
L'Aqueduc;P471;Champagne-au-Mont-d'Or;69040;GRAND LYON;False;15;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
P+R Laurent Bonnevay;P55;Villeurbanne;69266;SYTRAL;True;657;0;0;0;20;Libre;;Gratuit;Nuit
Central Parc;P106;Lyon 2e Arrondissement;69382;Particulier;False;180;;;;;Mixte;;Payant;
Fort de Bron;P209;Bron;69029;COMMUNE;False;180;0;5;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Parking Gare Perrache La Confluence;P6;Lyon 2e Arrondissement;69382;GRAND LYON;True;649;0;0;;13;Mixte;Mixte;Payant;Ouvert 24h/24h
Atrium;P487;Tassin-la-Demi-Lune;69244;COMMUNE;False;61;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Placette Macé;P661;Décines-Charpieu;69275;;False;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Villette;P16;Lyon 3e Arrondissement;69383;GRAND LYON;True;659;9;10;3;;Mixte;Mixte;Payant;Ouvert 24h/24h
Gare de Chasse sur Rhône;P1085;;;;False;62;;;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place François Mitterand nord;P1051;Décines-Charpieu;69275;;False;98;;;;3;Libre;Commerciale;Gratuit;Ouvert 24h/24h
Stade G. Vignes;P893;Lyon 9e Arrondissement;69389;COMMUNE;False;40;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Place de l'Eglise;P524;Saint-Genis-les-Ollières;69205;GRAND LYON;False;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Thurins - Ancienne gare;P976;;;CG;False;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Boulodrome;P448;Neuville-sur-Saône;69143;COMMUNE;False;50;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
Poste annexe;P480;Tassin-la-Demi-Lune;69244;COMMUNE;False;24;2;0;0;0;Horaire;Commerciale;Payant;Ouvert 24h/24h
Angle Aquitaine-République;P537;Meyzieu;69282;GRAND LYON;False;40;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Saint-Exupéry;P218;Bron;69029;GRAND LYON;False;100;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Cuirassiers 1 centre commercial;P114;Lyon 3e Arrondissement;69383;GRAND LYON;True;742;9;20;0;;Mixte;Commerciale;Payant;Nuit
Place Carnot;P798;Fontaines-sur-Saône;69088;COMMUNE;False;70;0;0;0;0;Libre;Mixte;Gratuit;Marché
Gare de Chazay-Marcilly;P1063;;;;False;30;0;;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Le Lac;P500;La Tour-de-Salvagny;69250;COMMUNE;False;40;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
ZI la Rize - Fromont Nord;P1019;Vaulx-en-Velin;69256;COMMUNE;False;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Grolée;P107;Lyon 2e Arrondissement;69382;MONOPRIX;False;261;17;0;;;Mixte;Commerciale;Payant;Ouvert 24h/24h
Gare de Méximieux-Pérouges;P1081;;;;False;450;;;0;8;Libre;Mixte;Gratuit;Ouvert 24h/24h
Les Tarentelles;P261;Chassieu;69271;COMMUNE;False;38;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h
Genillon;P777;Mions;69283;GRAND LYON;False;50;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h
Terminal;P1050;Chassieu;69271;PRIVE;False;19;0;0;0;2;Libre;Commerciale;Gratuit;Ouvert 24h/24h
11 novembre Terracol;P485;Tassin-la-Demi-Lune;69244;GRAND LYON;False;13;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place de la Mairie;P276;Collonges-au-Mont-d'Or;69063;GRAND LYON;False;11;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h
Sept chemins;P1092;Décines-Charpieu;69275;;False;25;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Abbé Pierre;P911;Irigny;69100;GRAND LYON;False;33;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Honoré de Balzac;P865;Saint-Priest;69290;GRAND LYON;False;23;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Halte Ferroviaire de Dardilly-le-Jubin;P76;Dardilly;69072;REGION;False;86;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Garibaldi-Bonnel centre commercial;P1098;Lyon 3e Arrondissement;69383;GRAND LYON;True;1855;187;;;;Horaire;Commerciale;Payant;Nuit
Mardoré;P616;Rochetaillée-sur-Saône;69168;GRAND LYON;False;3;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking Hôtel de Ville Villeurbanne;P32;Villeurbanne;69266;GRAND LYON;;379;20;92;3;;Mixte;;Payant;Ouvert 24h/24h
Lycée;P461;Neuville-sur-Saône;69143;GRAND LYON;False;95;0;0;0;6;Libre;;Gratuit;Ouvert 24h/24h
Complexe sportif des Taillis Tennis Club;P572;Corbas;69273;GRAND LYON;False;23;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Angle Paul Bert/Jean Jaurès;P593;Décines-Charpieu;69275;;False;12;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Ecole Jean Guéhenno;P427;Saint-Fons;69199;COMMUNE;False;46;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Roger Salengro;P409;Saint-Fons;69199;GRAND LYON;False;20;0;12;0;2;Libre;;Gratuit;Ouvert 24h/24h
Corneille;P420;Neuville-sur-Saône;69143;GRAND LYON;False;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Gymnase Jean Falcot;P565;Corbas;69273;COMMUNE;False;16;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Parking de l'Eglise;P234;Caluire-et-Cuire;69034;GRAND LYON;False;9;0;8;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h
Esplanade du Mont Cindre;P450;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;False;48;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
P+R Oullins Nord;P64;Oullins;69149;SYTRAL;True;115;0;40;;2;Réservé abonnés;;Payant;Nuit
Albert Camus;P967;Lyon 5e Arrondissement;69385;GRAND LYON;False;35;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Rebuffat;P677;Craponne;69069;COMMUNE;False;94;0;0;0;7;Libre;Mixte;Gratuit;Ouvert 24h/24h
Gare d'Ecully-la-Demi-Lune;P94;Tassin-la-Demi-Lune;69244;RFF;False;112;0;12;0;2;Libre;;Gratuit;Ouvert 24h/24h
Dommartin - Cimetière;P943;;;;False;25;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Parking des Chasseurs;P329;Feyzin;69276;COMMUNE;False;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Les Erables;P245;Charbonnières-les-Bains;69044;COMMUNE;False;20;;;;;Libre;;Gratuit;Ouvert 24h/24h
Sandvick;P9017;Meyzieu;69282;;;;;;;;;;;
Faure;P673;Givors;69091;;False;137;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h
La Boisse;P1090;;;;False;100;;;;;Libre;;Gratuit;Ouvert 24h/24h
P+R Vaise 2;P47;Lyon 9e Arrondissement;69389;SYTRAL;True;748;0;0;;18;Libre;;Gratuit;Nuit
;P1103;Lyon 2e Arrondissement;69382;;;;;;;;Libre;;;Ouvert 24h/24h
Parking République;P11;Lyon 2e Arrondissement;69382;GRAND LYON;True;783;28;30;2;;Mixte;Mixte;Payant;Ouvert 24h/24h
Eglise;P848;La Mulatière;69142;PRIVE;False;14;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h
ZI La Rize - Fromont Sud;P1020;Vaulx-en-Velin;69256;COMMUNE;False;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Montribloud;P894;Lyon 9e Arrondissement;69389;GRAND LYON;False;65;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Route de Lyon;P561;Corbas;69273;GRAND LYON;False;10;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Immeuble Louis Pergaud ;P1040;Chassieu;69271;COMMUNE;False;3;0;0;0;0;Mixte;Résidentielle;Gratuit;Ouvert 24h/24h
RP route de Corbas;P802;Mions;69283;GRAND LYON;False;5;0;2;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place Jean Monnet;P538;Meyzieu;69282;GRAND LYON;False;64;0;4;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h
Péri-Chavassonnière;P1025;Vaulx-en-Velin;69256;GRAND LYON;False;23;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Bibliothèque Chassine;P1029;Vaulx-en-Velin;69256;COMMUNE;False;15;0;0;0;0;Libre;Mixte;Gratuit;
Angle Jaurès/Jonage;P670;Décines-Charpieu;69275;;False;7;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Square Saint-Denis;P294;Couzon-au-Mont-d'Or;69068;GRAND LYON;False;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h
Emile Eveillé A;P819;Grigny;69096;GRAND LYON;False;4;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Ernest Renan;P411;Saint-Fons;69199;GRAND LYON;False;17;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Frantz;P689;Saint-Genis-Laval;69204;GRAND LYON;False;74;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h
Parking Fosse aux Ours;P15;Lyon 3e Arrondissement;69383;GRAND LYON;;408;76;72;3;;Mixte;;Payant;Ouvert 24h/24h
Route de Limonest;P737;Saint-Didier-au-Mont-d'Or;69194;COMMUNE;False;8;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
République;P793;Décines-Charpieu;69275;;False;88;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h
Poste et Médiathèque;P680;Saint-Genis-Laval;69204;GRAND LYON;False;89;0;0;0;4;Libre;Mixte;Gratuit;Ouvert 24h/24h
Place du 8 mai;P225;Cailloux-sur-Fontaines;69033;COMMUNE;False;22;;;;0;Libre;;Gratuit;Marché
Paroisse du père Chevrier;P132;Saint-Fons;69199;Privé;False;36;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h
Funérarium;P566;Corbas;69273;COMMUNE;False;30;0;5;0;0;Libre;;Gratuit;Ouvert 24h/24h
Gabriel Péri;P842;La Mulatière;69142;COMMUNE;False;18;0;0;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h
Parking Bellecour;P8;Lyon 2e Arrondissement;69382;GRAND LYON;;478;0;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h
Place des Compagnons de la Chanson;P729;Lyon 5e Arrondissement;69385;GRAND LYON;False;16;0;0;2;1;Horaire;Commerciale;Payant;Ouvert 24h/24h
Musée Ampère;P606;Poleymieux-au-Mont-d'Or;69153;COMMUNE;False;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h
Place de Crépieux;P236;Caluire-et-Cuire;69034;GRAND LYON;False;17;0;0;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h
